unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,source_id,source_page,"fte_center_abbrev	",fte_work_unit,fte_work_unit_certainty,fte_pct_rifd,fte_currently_rifd_count,fte_not_impacted,fte_admin_leave,fte_reinstated,fte_separated,fte_unclear,fte_total_fte
CDC-001867,2026,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,Joint Explanatory Statement,Enacted,sub_program_level,231.4,Discretionary,Active,No,S021,17,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-001868,2026,HHS,CDC,Immunization and Respiratory Diseases,Section 317 Immunization Program,,,Joint Explanatory Statement,Enacted,sub_program_level,681.9,Total,Active,No,S021,17,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-001869,2026,HHS,CDC,Immunization and Respiratory Diseases,Section 317 Immunization Program,Section 317 Immunization Program Transfer from the Prevention and Public Health Fund,,Joint Explanatory Statement,Enacted,sub_program_2_level,596.4,PPHF,Active,Subcomponent,S021,17,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-001870,2026,HHS,CDC,Immunization and Respiratory Diseases,Section 317 Immunization Program,Section 317 Immunization Program appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,85.5,Discretionary,Active,Subcomponent,S021,17,NCIRD,National Center for Immunization and Respiratory Diseases,High,2,18,939,,159,18,,1116
CDC-001873,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Domestic HIV/AIDS Prevention and Research,,,Joint Explanatory Statement,Enacted,sub_program_level,1013.7,Discretionary,Active,No,S021,31,NCHHSTP,Division of HIV Prevention,High,7,33,292,33,127,,,452
CDC-001874,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Infectious Diseases and the Opioid Epidemic,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,S021,31,NCHHSTP,Division of Sexually Transmitted Disease Prevention; Division of Tuberculosis Elimination; Division of Viral Hepatitis,High,3,13,346,13,105,0,0,464
CDC-001875,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Sexually Transmitted Infections,,,Joint Explanatory Statement,Enacted,sub_program_level,164.3,Discretionary,Active,No,S021,31,NCHHSTP,Division of Sexually Transmitted Disease Prevention; Division of Tuberculosis Elimination; Division of Viral Hepatitis,High,3,13,346,13,105,0,0,464
CDC-001876,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Tuberculosis,,,Joint Explanatory Statement,Enacted,sub_program_level,137,Discretionary,Active,No,S021,31,NCHHSTP,Division of Sexually Transmitted Disease Prevention; Division of Tuberculosis Elimination; Division of Viral Hepatitis,High,3,13,346,13,105,0,0,464
CDC-001877,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Viral Hepatitis,,,Joint Explanatory Statement,Enacted,sub_program_level,46,Discretionary,Active,No,S021,31,NCHHSTP,Division of Sexually Transmitted Disease Prevention; Division of Tuberculosis Elimination; Division of Viral Hepatitis,High,3,13,346,13,105,0,0,464
CDC-001878,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Domestic HIV/AIDS Prevention and Research,HIV Initiative,,Joint Explanatory Statement,Enacted,sub_program_2_level,220,Discretionary,Active,Non-add,S021,31,NCHHSTP,Division of HIV Prevention,High,7,33,292,33,127,,,452
CDC-001879,2026,HHS,CDC,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",Domestic HIV/AIDS Prevention and Research,School Health-HIV,,Joint Explanatory Statement,Enacted,sub_program_2_level,38.1,Discretionary,Active,Non-add,S021,31,NCHHSTP,Division of HIV Prevention,High,7,33,292,33,127,,,452
CDC-001883,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Advanced Molecular Detection,,,Joint Explanatory Statement,Enacted,sub_program_level,43,Discretionary,Active,No,S021,35,NCEZID,Division of Infectious Disease Readiness and Innovation,High,0,0,139,,,,,139
CDC-001884,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Antibiotic Resistance Initiative,,,Joint Explanatory Statement,Enacted,sub_program_level,197,Discretionary,Active,No,S021,35,NCEZID,Division of Healthcare Quality Promotion,High,0,0,370,0,0,0,0,370
CDC-001885,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Chronic Fatigue Syndrome,,,Joint Explanatory Statement,Enacted,sub_program_level,5.4,Discretionary,Active,No,S021,35,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-001886,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,,,Joint Explanatory Statement,Enacted,sub_program_level,224,Discretionary,Active,No,S021,35,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-001887,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epidemiology and Lab Capacity Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,40,PPHF,Active,No,S021,35,NCEZID,Division of Infectious Disease Readiness and Innovation,High,0,0,139,,,,,139
CDC-001888,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Food Safety,,,Joint Explanatory Statement,Enacted,sub_program_level,74,Discretionary,Active,No,S021,35,NCEZID,"Division of Foodborne, Waterborne, and Environmental Diseases",High,0,0,221,,,,,221
CDC-001889,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Harmful Algal Blooms,,,Joint Explanatory Statement,Enacted,sub_program_level,3.5,Discretionary,Active,No,S021,35,NCEZID,"Division of Foodborne, Waterborne, and Environmental Diseases",High,0,0,221,,,,,221
CDC-001890,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Healthcare-Associated Infections Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,12,PPHF,Active,No,S021,35,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-001891,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Lyme Disease,,,Joint Explanatory Statement,Enacted,sub_program_level,27,Discretionary,Active,No,S021,35,NCEZID,Division of Vectorborne Diseases,High,0,0,189,,,,,189
CDC-001892,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,National Healthcare Safety Network,,,Joint Explanatory Statement,Enacted,sub_program_level,24,Discretionary,Active,No,S021,35,NCEZID,Division of Healthcare Quality Promotion,High,0,0,370,,,,,370
CDC-001893,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Prion Disease,,,Joint Explanatory Statement,Enacted,sub_program_level,9,Discretionary,Active,No,S021,35,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-001894,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Quarantine,,,Joint Explanatory Statement,Enacted,sub_program_level,57.8,Discretionary,Active,No,S021,35,NCEZID,Division of Global Migration Health,High,0,0,186,,,,,186
CDC-001895,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Vector-Borne Diseases,,,Joint Explanatory Statement,Enacted,sub_program_level,64.6,Discretionary,Active,No,S021,35,NCEZID,Division of Vectorborne Diseases,High,0,0,189,,,,,189
CDC-001896,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,Mycotic Disease,,Joint Explanatory Statement,Enacted,sub_program_2_level,24,Discretionary,Active,Non-add,S021,35,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-001897,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,Sepsis,,Joint Explanatory Statement,Enacted,sub_program_2_level,5,Discretionary,Active,Non-add,S021,35,NCEZID,Division of High Consequence Pathogens and Pathology,High,0,0,166,,6,,,172
CDC-001901,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Alzheimer's Disease,,,Joint Explanatory Statement,Enacted,sub_program_level,41.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001902,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Arthritis,,,Joint Explanatory Statement,Enacted,sub_program_level,2,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001903,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Breast Cancer Awareness for Young Women,,,Joint Explanatory Statement,Enacted,sub_program_level,7,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001904,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Breast and Cervical Cancer,,,Joint Explanatory Statement,Enacted,sub_program_level,236.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001905,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Registries,,,Joint Explanatory Statement,Enacted,sub_program_level,53.4,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001906,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Survivorship Resource Center,,,Joint Explanatory Statement,Enacted,sub_program_level,0.7,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001907,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Chronic Disease Education and Awareness,,,Joint Explanatory Statement,Enacted,sub_program_level,4.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001908,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Chronic Kidney Disease,,,Joint Explanatory Statement,Enacted,sub_program_level,4.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001909,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Colorectal Cancer,,,Joint Explanatory Statement,Enacted,sub_program_level,44.3,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001910,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Comprehensive Cancer,,,Joint Explanatory Statement,Enacted,sub_program_level,22.4,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001911,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes,,,Joint Explanatory Statement,Enacted,sub_program_level,163.1,Total,Active,No,S021,49,NCCDPHP,Division of Diabetes Translation,High,0,0,86,,,,,86
CDC-001912,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Epilepsy,,,Joint Explanatory Statement,Enacted,sub_program_level,11.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001913,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Excessive Alcohol Use,,,Joint Explanatory Statement,Enacted,sub_program_level,3,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001914,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke,,,Joint Explanatory Statement,Enacted,sub_program_level,156.1,Total,Active,No,S021,49,NCCDPHP,Division of Heart Disease and Stroke Prevention,High,0,0,91,,,,,91
CDC-001915,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Hospitals Promoting Breastfeeding Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,9.8,PPHF,Active,No,S021,49,NCCDPHP,"Division of Nutrition, Physical Activity, and Obesity",High,0,0,112,,,,,112
CDC-001916,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Inflammatory Bowel Disease,,,Joint Explanatory Statement,Enacted,sub_program_level,3,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001917,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Interstitial Cystitis,,,Joint Explanatory Statement,Enacted,sub_program_level,2.1,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001918,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Johanna's Law,,,Joint Explanatory Statement,Enacted,sub_program_level,12,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001919,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Million Hearts Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,5,PPHF,Active,No,S021,49,NCCDPHP,Division of Heart Disease and Stroke Prevention,High,0,0,91,,,,,91
CDC-001920,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Diabetes Prevention Program,,,Joint Explanatory Statement,Enacted,sub_program_level,37.3,Discretionary,Active,No,S021,49,NCCDPHP,Division of Diabetes Translation,High,0,0,86,,,,,86
CDC-001921,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Early Child Care Collaboratives Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,5,PPHF,Active,No,S021,49,,,,,,,,,,,
CDC-001922,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Lupus Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,14,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001923,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity, and Obesity",,,Joint Explanatory Statement,Enacted,sub_program_level,54.3,Discretionary,Active,No,S021,49,NCCDPHP,"Division of Nutrition, Physical Activity, and Obesity",High,0,0,112,,,,,112
CDC-001924,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Oral Health,,,Joint Explanatory Statement,Enacted,sub_program_level,21.3,Discretionary,Active,No,S021,49,NCCDPHP,Division of Oral Health,High,100,20,,,,20,,20
CDC-001925,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Ovarian Cancer,,,Joint Explanatory Statement,Enacted,sub_program_level,15.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001926,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Prevention Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,29,Discretionary,Active,No,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001927,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Prostate Cancer,,,Joint Explanatory Statement,Enacted,sub_program_level,16.2,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001928,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Racial and Ethnic Approaches to Community Health (REACH),,,Joint Explanatory Statement,Enacted,sub_program_level,69,Discretionary,Active,No,S021,49,NCCDPHP,"Division of Nutrition, Physical Activity, and Obesity",High,0,0,112,,,,,112
CDC-001929,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Safe Motherhood/Infant Health,,,Joint Explanatory Statement,Enacted,sub_program_level,113.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Reproductive Health,High,68,85,40,85,,,,125
CDC-001930,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,,,Joint Explanatory Statement,Enacted,sub_program_level,19.4,Discretionary,Active,No,S021,49,NCCDPHP,Division of Adolescent and School Health,High,0,0,70,,,,,70
CDC-001931,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Skin Cancer,,,Joint Explanatory Statement,Enacted,sub_program_level,5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001932,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco,,,Joint Explanatory Statement,Enacted,sub_program_level,246.5,Total,Active,No,S021,49,NCCDPHP,Office on Smoking and Health,High,100,110,,110,,,,110
CDC-001933,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Vision and Eye Health,,,Joint Explanatory Statement,Enacted,sub_program_level,4.5,Discretionary,Active,No,S021,49,NCCDPHP,Division of Diabetes Translation,High,0,0,86,,,,,86
CDC-001934,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Breast and Cervical Cancer,WISEWOMAN,,Joint Explanatory Statement,Enacted,sub_program_2_level,34.6,Discretionary,Active,Non-add,S021,49,NCCDPHP,Division of Cancer Prevention and Control,High,0,0,138,,,,,138
CDC-001935,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes,Diabetes Transfer from the Prevention and Public Health Fund,,Joint Explanatory Statement,Enacted,sub_program_2_level,118.1,PPHF,Active,Non-add,S021,49,NCCDPHP,Division of Diabetes Translation,High,0,0,86,,,,,86
CDC-001936,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes,Diabetes appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,45,Discretionary,Active,Non-add,S021,49,NCCDPHP,Division of Diabetes Translation,High,0,0,86,,,,,86
CDC-001937,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke,Heart Disease and Stroke Transfer from the Prevention and Public Health Fund,,Joint Explanatory Statement,Enacted,sub_program_2_level,111.1,PPHF,Active,Non-add,S021,49,NCCDPHP,Division of Heart Disease and Stroke Prevention,High,0,0,91,,,,,91
CDC-001938,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke,Heart Disease and Stroke appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,45,Discretionary,Active,Non-add,S021,49,NCCDPHP,Division of Heart Disease and Stroke Prevention,High,0,0,91,,,,,91
CDC-001939,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity, and Obesity",High Obesity Rate Counties,,Joint Explanatory Statement,Enacted,sub_program_2_level,16.5,Discretionary,Active,Non-add,S021,49,NCCDPHP,"Division of Nutrition, Physical Activity, and Obesity",High,0,0,112,,,,,112
CDC-001940,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Racial and Ethnic Approaches to Community Health (REACH),Good Health and Wellness in Indian Country,,Joint Explanatory Statement,Enacted,sub_program_2_level,27,Discretionary,Active,Non-add,S021,49,NCCDPHP,Division of Population Health,High,86,88,14,,,88,,102
CDC-001941,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco,Tobacco Transfer from the Prevention and Public Health Fund,,Joint Explanatory Statement,Enacted,sub_program_2_level,200,PPHF,Active,Non-add,S021,49,NCCDPHP,Office on Smoking and Health,High,100,110,,110,,,,110
CDC-001942,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco,Tobacco appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,46.5,Discretionary,Active,Non-add,S021,49,NCCDPHP,Office on Smoking and Health,High,100,110,,110,,,,110
CDC-001945,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Attention Deficit Hyperactivity Disorder,,,Joint Explanatory Statement,Enacted,sub_program_level,1.9,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001946,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Autism,,,Joint Explanatory Statement,Enacted,sub_program_level,28.1,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001947,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Birth Defects,,,Joint Explanatory Statement,Enacted,sub_program_level,19,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001948,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Congenital Heart Disease,,,Joint Explanatory Statement,Enacted,sub_program_level,9.3,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,0,0,0,0,76
CDC-001949,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Disability & Health,,,Joint Explanatory Statement,Enacted,sub_program_level,46.5,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001950,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Early Hearing Detection and Intervention,,,Joint Explanatory Statement,Enacted,sub_program_level,6.8,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001951,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Fetal Alcohol Syndrome,,,Joint Explanatory Statement,Enacted,sub_program_level,11.5,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001952,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Fetal Death,,,Joint Explanatory Statement,Enacted,sub_program_level,0.9,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001953,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Folic Acid,,,Joint Explanatory Statement,Enacted,sub_program_level,3.2,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001954,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Fragile X,,,Joint Explanatory Statement,Enacted,sub_program_level,2,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001955,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Hemophilia Activities,,,Joint Explanatory Statement,Enacted,sub_program_level,3.5,Discretionary,Active,No,S021,84,NCBDDD,Division of Blood Disorders and Public Health Genomics,High,100,31,0,31,0,0,0,31
CDC-001956,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Hemophilia Treatment Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,5.1,Discretionary,Active,No,S021,84,NCBDDD,Division of Blood Disorders and Public Health Genomics,High,100,31,0,31,0,0,0,31
CDC-001957,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Infant Health,,,Joint Explanatory Statement,Enacted,sub_program_level,8.7,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001958,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Muscular Dystrophy,,,Joint Explanatory Statement,Enacted,sub_program_level,9,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001959,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Neonatal Abstinence Syndrome,,,Joint Explanatory Statement,Enacted,sub_program_level,4.3,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001960,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Public Health Approach to Blood Disorders,,,Joint Explanatory Statement,Enacted,sub_program_level,10.4,Discretionary,Active,No,S021,84,NCBDDD,Division of Blood Disorders and Public Health Genomics,High,100,31,,31,,,,31
CDC-001961,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Spina Bifida,,,Joint Explanatory Statement,Enacted,sub_program_level,7.5,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001962,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Surveillance for Emerging Threats to Mothers and Babies,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,S021,84,NCBDDD,Division of Birth Defects and Infant Disorders,High,0,0,76,,,,,76
CDC-001963,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Thalassemia,,,Joint Explanatory Statement,Enacted,sub_program_level,2.1,Discretionary,Active,No,S021,84,NCBDDD,Division of Blood Disorders and Public Health Genomics,High,100,31,,31,,,,31
CDC-001964,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Tourette Syndrome,,,Joint Explanatory Statement,Enacted,sub_program_level,2.5,Discretionary,Active,No,S021,84,NCBDDD,Division of Human Development and Disability,High,30,21,48,21,,,,69
CDC-001967,2026,HHS,CDC,Public Health Scientific Services,Advancing Laboratory Science,,,Joint Explanatory Statement,Enacted,sub_program_level,26,Discretionary,Active,No,S021,124,PHSS,Office of Laboratory Systems and Response,High,0,0,321,,313,,,634
CDC-001968,2026,HHS,CDC,Public Health Scientific Services,Health Statistics,,,Joint Explanatory Statement,Enacted,sub_program_level,187.4,Total,Active,No,S021,124,NCHS,National Center for Health Statistics,High,0,0,312,,119,,,431
CDC-001969,2026,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,,,Joint Explanatory Statement,Enacted,sub_program_level,185,Discretionary,Active,No,S021,124,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-001970,2026,HHS,CDC,Public Health Scientific Services,Public Health Workforce,,,Joint Explanatory Statement,Enacted,sub_program_level,71,Discretionary,Active,No,S021,124,PHSS,Division of Workforce Development,High,0,0,200,,169,,,369
CDC-001971,2026,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",,,Joint Explanatory Statement,Enacted,sub_program_level,298.1,Discretionary,Active,No,S021,124,PHSS,"Office of Public Health Data, Surveillance, and Technology",High,0,0,227,,54,,,281
CDC-001972,2026,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,144.5,Discretionary,Active,Non-add,S021,124,NCHS,National Center for Health Statistics,High,0,0,312,,119,,,431
CDC-001973,2026,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics section 241 of the PHS Act,,Joint Explanatory Statement,Enacted,sub_program_2_level,42.9,PHS Evaluation,Active,Non-add,S021,124,NCHS,National Center for Health Statistics,High,0,0,312,,119,,,431
CDC-001977,2026,HHS,CDC,Environmental Health,Amyotrophic Lateral Sclerosis Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,10,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001978,2026,HHS,CDC,Environmental Health,Asthma,,,Joint Explanatory Statement,Enacted,sub_program_level,33.5,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001979,2026,HHS,CDC,Environmental Health,Childhood Lead Poisoning Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,51,PPHF,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001980,2026,HHS,CDC,Environmental Health,Climate and Health,,,Joint Explanatory Statement,Enacted,sub_program_level,10,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
CDC-001981,2026,HHS,CDC,Environmental Health,Environmental Health Activities,,,Joint Explanatory Statement,Enacted,sub_program_level,17,Discretionary,Active,No,S021,102,NCEH,Division of Environmental Health Science and Practice,High,0,0,,,171,,,171
