unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page
CDC-001463,2026,HHS,AHA,AHA,,,,Budget in Brief,Request,aggregate,1101,Total,Proposed Transfer to AHA,No,"Total AHA program level (CDC-origin programs proposed to transfer to AHA, FY2026 PB only, Budget in Brief). Birth Defects $158.0M + Environmental Health $65.0M (Safe Water $9M + Childhood Lead $51M + Lead Exposure Registry $5M) + Injury Prevention and Control $550.0M + Occupational Safety and Health $73.0M + Chronic Disease and Health Prevention $35.0M (Alzheimer's via MAHA Initiative) + HIV/AIDS $220.0M = $1,101.0M. Excludes mandatory programs. Does not include other AHA programs not originating from CDC.",S010,33
CDC-001464,2026,HHS,CDC,CDC,,,,Budget in Brief,Request,aggregate,4243,Total,Active,No,"Total CDC Program Level (Budget in Brief, FY2026 PB). Sum of CDC program account Totals excluding ATSDR (separate agency). EEOICPA not included (proposed transfer to AHA in FY2026 PB). CDC programs only: $4,243M.",S010,18
CDC-001465,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,House Approp Committee,Committee,program_level,231.358,Discretionary,Active,No,,S018,63
CDC-001466,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,House Approp Committee,Committee,program_level,699.933,PPHF,Active,No,,S018,63
CDC-001467,2026,HHS,CDC,Immunization and Respiratory Diseases,,,,House Approp Committee,Committee,program_level,931.291,Total,Active,No,,S018,63
CDC-001468,2026,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases (PPHF),,,House Approp Committee,Committee,sub_program_level,699.933,PPHF,Active,No,AFM integrated into this line per House FY2026 report,S018,63
CDC-001469,2026,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,House Approp Committee,Committee,sub_program_level,231.358,Discretionary,Active,No,,S018,63
CDC-001470,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",,,,House Approp Committee,Committee,program_level,353,Discretionary,Active,No,,S018,64
CDC-001471,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",,,,House Approp Committee,Committee,program_level,353,Total,Active,No,,S018,64
CDC-001472,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,,S018,64
CDC-001473,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Infectious Diseases and Opioids,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Active,No,Consolidated into STD/TB Block Grant.,S018,64
CDC-001474,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Sexually Transmitted Disease and Tuberculosis Prevention Block Grants,,,House Approp Committee,Committee,sub_program_level,300,Discretionary,Active,No,New consolidated grant program for STI + TB + Infectious Disease/Opioids. House FY2026 consolidates prior separate lines.,S018,64
CDC-001475,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Sexually Transmitted Infections,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Active,No,Consolidated into STD/TB Block Grant.,S018,64
CDC-001476,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Tuberculosis,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Active,No,Consolidated into STD/TB Block Grant.,S018,64
CDC-001477,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Viral Hepatitis,,,House Approp Committee,Committee,sub_program_level,53,Discretionary,Active,No,,S018,64
CDC-001478,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,Ending HIV/AIDS Initiative,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S018,59
CDC-001479,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,HIV Prevention by Health Department,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S018,59
CDC-001480,2026,HHS,CDC,"Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,HIV Prevention by Health Department,School Health—HIV BA,House Approp Committee,Committee,sub_program_3_level,0,Discretionary,Proposed Elimination,Subcomponent,,S018,59
CDC-001481,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,House Approp Committee,Committee,program_level,777.372,Discretionary,Active,No,,S018,65
CDC-001482,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,House Approp Committee,Committee,program_level,45,PPHF,Active,No,,S018,65
CDC-001483,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,House Approp Committee,Committee,program_level,822.372,Total,Active,No,,S018,65
CDC-001484,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Advanced Molecular Detection (AMD),,,House Approp Committee,Committee,sub_program_level,50,Discretionary,Active,No,,S018,65
CDC-001485,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Antimicrobial Resistance Initiative,,,House Approp Committee,Committee,sub_program_level,197,Discretionary,Active,No,,S018,65
CDC-001486,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,,,House Approp Committee,Committee,sub_program_level,233.997,Discretionary,Active,No,Includes funding previously in Parasitic Diseases and Malaria (Global Health) and Mycotic Diseases per House FY2026 notes.,S018,65
CDC-001487,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program (PPHF),,,House Approp Committee,Committee,sub_program_level,45,PPHF,Active,No,,S018,65
CDC-001488,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Food Safety,,,House Approp Committee,Committee,sub_program_level,72,Discretionary,Active,No,,S018,65
CDC-001489,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Harmful Algal Blooms,,,House Approp Committee,Committee,sub_program_level,3.5,Discretionary,Active,No,,S018,65
CDC-001490,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Lyme Disease,,,House Approp Committee,Committee,sub_program_level,27.5,Discretionary,Active,No,,S018,65
CDC-001491,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Mycotic Diseases,,,House Approp Committee,Committee,sub_program_level,31,Discretionary,Active,No,"New separate line in House FY2026. Includes $15M increase for fungal disease surveillance, prevention, and lab support.",S018,65
CDC-001492,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,National Healthcare Safety Network,,,House Approp Committee,Committee,sub_program_level,24,Discretionary,Active,No,,S018,65
CDC-001493,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Prion Disease,,,House Approp Committee,Committee,sub_program_level,9,Discretionary,Active,No,,S018,65
CDC-001494,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Travel and Port Health Protection,,,House Approp Committee,Committee,sub_program_level,63.772,Discretionary,Active,No,,S018,65
CDC-001495,2026,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Vector-Borne Diseases,,,House Approp Committee,Committee,sub_program_level,65.603,Discretionary,Active,No,,S018,65
CDC-001496,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,House Approp Committee,Committee,program_level,742.511,Discretionary,Active,No,,S018,69
CDC-001497,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,House Approp Committee,Committee,program_level,417.442,PPHF,Active,No,,S018,69
CDC-001498,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,House Approp Committee,Committee,program_level,1159.953,Total,Active,No,,S018,69
CDC-001499,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,,,House Approp Committee,Committee,sub_program_level,417.548,Total,Active,No,,S018,69
CDC-001500,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Community Grants,,,House Approp Committee,Committee,sub_program_level,30,Total,Proposed Elimination,No,REACH eliminated in House FY2026; GHWIC retained separately.,S018,69
CDC-001501,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes (PPHF),,,House Approp Committee,Committee,sub_program_level,163.13,PPHF,Active,No,No BA/PPHF split shown in House FY2026 table.,S018,69
CDC-001502,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Epilepsy,,,House Approp Committee,Committee,sub_program_level,11.5,Discretionary,Active,No,,S018,72
CDC-001503,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,,,House Approp Committee,Committee,sub_program_level,85.675,Discretionary,Active,No,,S018,69
CDC-001504,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Healthy Weight Task Force / Early Child Care Collaboratives (PPHF),,,House Approp Committee,Committee,sub_program_level,5,PPHF,Active,No,,S018,69
CDC-001505,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke (PPHF),,,House Approp Committee,Committee,sub_program_level,163.13,PPHF,Active,No,Includes funding previously in Million Hearts (PPHF) per House FY2026. No BA/PPHF split in table.,S018,69
CDC-001506,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Diabetes Prevention Program,,,House Approp Committee,Committee,sub_program_level,40.3,Discretionary,Active,No,,S018,69
CDC-001507,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Lupus Registry,,,House Approp Committee,Committee,sub_program_level,20,Discretionary,Active,No,+$10M increase for research and awareness activities,S018,73
CDC-001508,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",,,House Approp Committee,Committee,sub_program_level,58.42,Discretionary,Active,No,,S018,69
CDC-001509,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Oral Health,,,House Approp Committee,Committee,sub_program_level,23.25,Discretionary,Active,No,+$3M increase,S018,73
CDC-001510,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Prevention Research Centers,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,Prevention Research Centers eliminated in House FY2026.,S018,69
CDC-001511,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Safe Motherhood/Infant Health,,,House Approp Committee,Committee,sub_program_level,110.5,Discretionary,Active,No,,S018,73
CDC-001512,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,School Health eliminated in House FY2026.,S018,69
CDC-001513,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Social Determinants of Health Pilot Program,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,Social Determinants of Health eliminated in House FY2026.,S018,69
CDC-001514,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco,,,House Approp Committee,Committee,sub_program_level,0,Discretionary,Proposed Elimination,No,Tobacco program eliminated in House FY2026.,S018,69
CDC-001515,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Cancer Prevention and Control BA,,House Approp Committee,Committee,sub_program_2_level,331.366,Discretionary,Active,Subcomponent,,S018,69
CDC-001516,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Cancer Prevention and Control PPHF,,House Approp Committee,Committee,sub_program_2_level,86.182,PPHF,Active,Subcomponent,,S018,69
CDC-001517,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Community Grants,Good Health and Wellness in Indian Country,,House Approp Committee,Committee,sub_program_2_level,30,Discretionary,Active,Subcomponent,,S018,69
CDC-001518,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Community Grants,Racial and Ethnic Approaches to Community Health,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,REACH eliminated in House FY2026; GHWIC retained separately.,S018,69
CDC-001519,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Alzheimer's Disease,,House Approp Committee,Committee,sub_program_2_level,39.5,Discretionary,Active,Subcomponent,,S018,69
CDC-001520,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Chronic Disease Education and Awareness,,House Approp Committee,Committee,sub_program_2_level,30.975,Discretionary,Active,Subcomponent,"Increased from $4.5M; now absorbs Excessive Alcohol Use, Arthritis, and Hospitals Promoting Breastfeeding program lines per House FY2026.",S018,69
CDC-001521,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Chronic Kidney Disease,,House Approp Committee,Committee,sub_program_2_level,5.5,Discretionary,Active,Subcomponent,,S018,69
CDC-001522,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Inflammatory Bowel Disease,,House Approp Committee,Committee,sub_program_2_level,3,Discretionary,Active,Subcomponent,,S018,69
CDC-001523,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Interstitial Cystitis,,House Approp Committee,Committee,sub_program_2_level,2.2,Discretionary,Active,Subcomponent,,S018,69
CDC-001524,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Vision and Eye Health,,House Approp Committee,Committee,sub_program_2_level,4.5,Discretionary,Active,Subcomponent,,S018,69
CDC-001525,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",High Obesity Rate Counties,,House Approp Committee,Committee,sub_program_2_level,16.5,Discretionary,Active,Non-add,,S018,69
CDC-001526,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,Farm-to-School,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,School Health eliminated in House FY2026.,S018,69
CDC-001527,2026,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,Food Allergies,,House Approp Committee,Committee,sub_program_2_level,0,Discretionary,Proposed Elimination,Non-add,School Health eliminated in House FY2026.,S018,69
CDC-001528,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,House Approp Committee,Committee,program_level,208.56,Discretionary,Active,No,,S018,74
CDC-001529,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,House Approp Committee,Committee,program_level,208.56,Total,Active,No,,S018,74
CDC-001530,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,,,House Approp Committee,Committee,sub_program_level,75.3,Discretionary,Active,No,"Includes funding previously in Folic Acid, Infant Health per House FY2026 restructuring.",S018,74
CDC-001531,2026,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,,,House Approp Committee,Committee,sub_program_level,84.91,Discretionary,Active,No,Includes funding previously in ADHD per House FY2026 restructuring.,S018,74
