unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page
CDC-001993,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,,,Joint Explanatory Statement,Enacted,sub_program_level,38.2,Discretionary,Active,No,,S021,114
CDC-001994,2026,HHS,CDC,Injury Prevention and Control,Drowning,,,Joint Explanatory Statement,Enacted,sub_program_level,2,Discretionary,Active,No,,S021,114
CDC-001995,2026,HHS,CDC,Injury Prevention and Control,Elderly Falls,,,Joint Explanatory Statement,Enacted,sub_program_level,3.05,Discretionary,Active,No,,S021,114
CDC-001996,2026,HHS,CDC,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Joint Explanatory Statement,Enacted,sub_program_level,12.5,Discretionary,Active,No,,S021,114
CDC-001997,2026,HHS,CDC,Injury Prevention and Control,Injury Control Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,11,Discretionary,Active,No,,S021,114
CDC-001998,2026,HHS,CDC,Injury Prevention and Control,Injury Prevention Activities,,,Joint Explanatory Statement,Enacted,sub_program_level,29.95,Discretionary,Active,No,,S021,114
CDC-001999,2026,HHS,CDC,Injury Prevention and Control,National Violent Death Reporting System,,,Joint Explanatory Statement,Enacted,sub_program_level,24.5,Discretionary,Active,No,,S021,114
CDC-002000,2026,HHS,CDC,Injury Prevention and Control,Opioid Overdose Prevention and Surveillance,,,Joint Explanatory Statement,Enacted,sub_program_level,505.579,Discretionary,Active,No,,S021,114
CDC-002001,2026,HHS,CDC,Injury Prevention and Control,Rape Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,61.75,Discretionary,Active,No,,S021,114
CDC-002002,2026,HHS,CDC,Injury Prevention and Control,Suicide Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,30,Discretionary,Active,No,,S021,114
CDC-002003,2026,HHS,CDC,Injury Prevention and Control,Traumatic Brain Injury,,,Joint Explanatory Statement,Enacted,sub_program_level,8.25,Discretionary,Active,No,,S021,114
CDC-002004,2026,HHS,CDC,Injury Prevention and Control,Youth Violence Prevention,,,Joint Explanatory Statement,Enacted,sub_program_level,18.1,Discretionary,Active,No,,S021,114
CDC-002005,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,Child Maltreatment,,Joint Explanatory Statement,Enacted,sub_program_2_level,7.25,Discretionary,Active,Non-add,,S021,114
CDC-002006,2026,HHS,CDC,Injury Prevention and Control,Domestic Violence and Sexual Violence,Child Sexual Abuse Prevention,,Joint Explanatory Statement,Enacted,sub_program_2_level,3,Discretionary,Active,Non-add,,S021,114
CDC-002007,2026,HHS,CDC,Occupational Safety and Health,,,,Joint Explanatory Statement,Enacted,program_level,366.8,Discretionary,Active,No,,S021,150
CDC-002008,2026,HHS,CDC,Occupational Safety and Health,,,,Joint Explanatory Statement,Enacted,program_level,366.8,Total,Active,No,,S021,150
CDC-002009,2026,HHS,CDC,Occupational Safety and Health,Education and Research Centers,,,Joint Explanatory Statement,Enacted,sub_program_level,32,Discretionary,Active,No,,S021,150
CDC-002010,2026,HHS,CDC,Occupational Safety and Health,Firefighter Cancer Registry,,,Joint Explanatory Statement,Enacted,sub_program_level,6.5,Discretionary,Active,No,,S021,150
CDC-002011,2026,HHS,CDC,Occupational Safety and Health,Mining Research,,,Joint Explanatory Statement,Enacted,sub_program_level,68.5,Discretionary,Active,No,,S021,150
CDC-002012,2026,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Joint Explanatory Statement,Enacted,sub_program_level,1.2,Discretionary,Active,No,,S021,150
CDC-002013,2026,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda,,,Joint Explanatory Statement,Enacted,sub_program_level,120.5,Discretionary,Active,No,,S021,150
CDC-002014,2026,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Joint Explanatory Statement,Enacted,sub_program_level,115.1,Discretionary,Active,No,,S021,150
CDC-002015,2026,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Joint Explanatory Statement,Enacted,sub_program_level,23,Discretionary,Active,No,,S021,150
CDC-002016,2026,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda,"Agriculture, Forestry, and Fishing",,Joint Explanatory Statement,Enacted,sub_program_2_level,30,Discretionary,Active,Non-add,,S021,150
CDC-002017,2026,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,Total Worker Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,11.8,Discretionary,Active,Non-add,,S021,150
CDC-002018,2026,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,55.358,Mandatory,Active,No,"Mandatory funding — not included in discretionary CDC totals. Under the oversight of the Occupational Safety and Health program. Included in JES aggregate Total ($9,202.991M).",S021,16
CDC-002019,2026,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,55.358,Total,Active,No,"Mandatory funding — not included in discretionary CDC totals. Under the oversight of the Occupational Safety and Health program. Included in JES aggregate Total ($9,202.991M).",S021,16
CDC-002020,2026,HHS,CDC,Global Health,,,,Joint Explanatory Statement,Enacted,program_level,692.843,Discretionary,Active,No,,S021,160
CDC-002021,2026,HHS,CDC,Global Health,,,,Joint Explanatory Statement,Enacted,program_level,692.843,Total,Active,No,,S021,160
CDC-002022,2026,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Joint Explanatory Statement,Enacted,sub_program_level,128.921,Discretionary,Active,No,,S021,160
CDC-002023,2026,HHS,CDC,Global Health,Global Public Health Protection,,,Joint Explanatory Statement,Enacted,sub_program_level,293.2,Discretionary,Active,No,,S021,160
CDC-002024,2026,HHS,CDC,Global Health,Global Tuberculosis,,,Joint Explanatory Statement,Enacted,sub_program_level,11.722,Discretionary,Active,No,,S021,160
CDC-002025,2026,HHS,CDC,Global Health,Measles and Other Vaccine Preventable Diseases,,,Joint Explanatory Statement,Enacted,sub_program_level,50,Discretionary,Active,No,,S021,160
CDC-002026,2026,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Joint Explanatory Statement,Enacted,sub_program_level,29,Discretionary,Active,No,,S021,160
CDC-002027,2026,HHS,CDC,Global Health,Polio Eradication,,,Joint Explanatory Statement,Enacted,sub_program_level,180,Discretionary,Active,No,,S021,160
CDC-002028,2026,HHS,CDC,Public Health Preparedness and Response,,,,Joint Explanatory Statement,Enacted,program_level,913.2,Discretionary,Active,No,,S021,170
CDC-002029,2026,HHS,CDC,Public Health Preparedness and Response,,,,Joint Explanatory Statement,Enacted,program_level,913.2,Total,Active,No,,S021,170
CDC-002030,2026,HHS,CDC,Public Health Preparedness and Response,Academic Centers for Public Health Preparedness,,,Joint Explanatory Statement,Enacted,sub_program_level,9.2,Discretionary,Active,No,,S021,170
CDC-002031,2026,HHS,CDC,Public Health Preparedness and Response,CDC Preparedness and Response,,,Joint Explanatory Statement,Enacted,sub_program_level,139,Discretionary,Active,No,,S021,170
CDC-002032,2026,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Joint Explanatory Statement,Enacted,sub_program_level,735,Discretionary,Active,No,,S021,170
CDC-002033,2026,HHS,CDC,Public Health Preparedness and Response,Ready Response Enterprise Data Integration Platform/Forecasting and Outbreak Analytics,,,Joint Explanatory Statement,Enacted,sub_program_level,30,Discretionary,Active,No,,S021,170
CDC-002034,2026,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Discretionary,Active,No,,S021,210
CDC-002035,2026,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Discretionary,Active,No,,S021,210
CDC-002036,2026,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Total,Active,No,,S021,210
CDC-002037,2026,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Joint Explanatory Statement,Enacted,sub_program_level,40,Discretionary,Active,No,,S021,210
CDC-002038,2026,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,396.57,Discretionary,Active,No,,S021,180
CDC-002039,2026,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,250,PPHF,Active,No,,S021,180
CDC-002040,2026,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,646.57,Total,Active,No,,S021,180
CDC-002041,2026,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Diseases Rapid Response Reserve Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,25,Discretionary,Active,No,,S021,180
CDC-002042,2026,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,160,PPHF,Active,No,,S021,180
CDC-002043,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Joint Explanatory Statement,Enacted,sub_program_level,360,Total,Active,No,,S021,180
CDC-002044,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,,,Joint Explanatory Statement,Enacted,sub_program_level,101.57,Discretionary,Active,No,,S021,180
CDC-002045,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity Transfer from the Prevention and Public Health Fund,,Joint Explanatory Statement,Enacted,sub_program_2_level,90,PPHF,Active,Subcomponent,,S021,180
CDC-002046,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,Public Health Infrastructure and Capacity appropriations,,Joint Explanatory Statement,Enacted,sub_program_2_level,270,Discretionary,Active,Subcomponent,,S021,180
CDC-002047,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,John R. Lewis Undergraduate Public Health Scholars Program,,Joint Explanatory Statement,Enacted,sub_program_2_level,6.5,Discretionary,Active,Non-add,,S021,180
CDC-002048,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,NASEM Study,,Joint Explanatory Statement,Enacted,sub_program_2_level,1,Discretionary,Active,Non-add,,S021,180
CDC-002049,2026,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,Office of Rural Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,6,Discretionary,Active,Non-add,,S021,180
CDC-002050,2026,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,7706.314,Discretionary,Active,No,"FY2026 JES Discretionary aggregate sourced from JES document text: $7,706.314M. Note: sum of program-level Discretionary rows in tracker = $7,691.861M; $14.453M gap reflects programs in JES not captured in available PDF excerpt.",S021,16
CDC-002051,2026,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,1398.375,PPHF,Active,No,"FY2026 JES PPHF aggregate sourced from JES document text: $1,398.375M. Note: sum of program-level PPHF rows in tracker = $1,308.375M; $90.0M gap reflects programs in JES not captured in available PDF excerpt.",S021,16
CDC-002052,2026,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,55.358,Mandatory,Active,No,Sum of FY2026 JES program-level Mandatory rows: $55.358M (EEOICPA only).,S021,16
CDC-002053,2026,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,9202.991,Total,Active,No,"FY2026 JES total = $9,202.991M sourced from JES document. Sum of program-level Total rows in tracker = $9,202.991M ✓ (matches document). Component breakdown: Discretionary $7,706.314M + PPHF $1,398.375M + Mandatory $55.358M = $9,160.047M; $42.944M difference reflects PHS Evaluation funds not broken out separately in FY2026 JES aggregate statement.",S021,16
CDC-002054,2027,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,5279.825,Discretionary,Active,No,Sum of FY2027 CJ program-level Discretionary amounts. Source: All-Purpose Table p.13.,S023,13
CDC-002055,2027,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,0,PPHF,Active,No,PPHF eliminated in FY2027 President's Budget. $0 retained for structural completeness.,S023,13
CDC-002056,2027,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,205,PHS Evaluation,Active,No,PHS Evaluation Transfer $205.000M for Public Health Data Modernization. Source: All-Purpose Table p.13.,S023,13
CDC-002057,2027,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,5535.588,Total,Active,No,"Total CDC program level: Discretionary $5,279.825M + PHS Evaluation $205.000M + PPHF $0 + EEOICPA mandatory $50.763M = $5,535.588M. Excludes VFC, WTC, and User Fees. Includes EEOICPA for cross-source comparability consistent with FY2024 and FY2025 CJ aggregates. Source: All-Purpose Table p.13.",S023,13
CDC-002058,2027,HHS,CDC,Immunization and Respiratory Diseases,,,,Congressional Justification,Request,program_level,963.291,Discretionary,Active,No,,S023,23
CDC-002059,2027,HHS,CDC,Immunization and Respiratory Diseases,,,,Congressional Justification,Request,program_level,0,PPHF,Proposed Elimination,No,,S023,23
CDC-002060,2027,HHS,CDC,Immunization and Respiratory Diseases,,,,Congressional Justification,Request,program_level,963.291,Total,Active,No,,S023,23
CDC-002061,2027,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,,,Congressional Justification,Request,sub_program_level,731.933,Total,Active,No,,S023,23
CDC-002062,2027,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,Congressional Justification,Request,sub_program_level,231.358,Discretionary,Active,No,,S023,23
CDC-002063,2027,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program,,Congressional Justification,Request,sub_program_2_level,731.933,Discretionary,Active,Subcomponent,Immunization Program (BA). Non-add under Immunization and Other Respiratory Diseases total.,S023,23
CDC-002064,2027,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,Immunization Program (PPHF). PPHF eliminated in FY2027 PB.,S023,23
CDC-002065,2027,HHS,CDC,"Viral Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention",,,,Congressional Justification,Request,program_level,300,Discretionary,Active,No,,S023,31
CDC-002066,2027,HHS,CDC,"Viral Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention",,,,Congressional Justification,Request,program_level,300,Total,Active,No,,S023,31
CDC-002067,2027,HHS,CDC,"Viral Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention","Consolidated Hepatitis, Sexually Transmitted Infections, and Tuberculosis Prevention Grant",,,Congressional Justification,Request,sub_program_level,300,Discretionary,Active,No,"New consolidated grant proposed in FY2027 PB consolidating Viral Hepatitis, STIs, Domestic TB, and Infectious Diseases and the Opioid Epidemic.",S023,31
CDC-002068,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Congressional Justification,Request,program_level,927.764,Discretionary,Active,No,,S023,34
CDC-002069,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Congressional Justification,Request,program_level,0,PPHF,Proposed Elimination,No,,S023,34
CDC-002070,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Congressional Justification,Request,program_level,927.764,Total,Active,No,,S023,34
CDC-002071,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Antimicrobial Resistance Initiative,,,Congressional Justification,Request,sub_program_level,219.278,Discretionary,Active,No,,S023,34
CDC-002072,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Vector-borne Diseases,,,Congressional Justification,Request,sub_program_level,87.817,Discretionary,Active,No,Includes funding for Lyme Disease and Other Tick-Borne Diseases. Source: footnote 4 p.34.,S023,34
CDC-002073,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Prion Disease,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,34
CDC-002074,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Chronic Fatigue Syndrome,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,34
CDC-002075,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,,,Congressional Justification,Request,sub_program_level,303.897,Discretionary,Active,No,FY2025/2026 comparably adjusted to include Surveillance for Emerging Threats to Mothers and Babies and Parasitic Diseases and Malaria. Source: footnote 5 p.34.,S023,34
CDC-002076,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Food Safety,,,Congressional Justification,Request,sub_program_level,107,Discretionary,Active,No,,S023,34
CDC-002077,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,National Health Care Safety Network,,,Congressional Justification,Request,sub_program_level,24,Discretionary,Active,No,,S023,34
CDC-002078,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Travel and Port Health Protection,,,Congressional Justification,Request,sub_program_level,79.772,Discretionary,Active,No,Formerly reflected as Quarantine. Renamed in FY2026 CJ. Source: footnote 6 p.34.,S023,34
CDC-002079,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Advanced Molecular Detection (AMD),,,Congressional Justification,Request,sub_program_level,66,Discretionary,Active,No,,S023,34
CDC-002080,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Harmful Algal Blooms,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,34
CDC-002081,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program,,,Congressional Justification,Request,sub_program_level,40,Total,Active,No,,S023,34
CDC-002082,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Healthcare-Associated Infections (PPHF),,,Congressional Justification,Request,sub_program_level,0,PPHF,Proposed Elimination,No,PPHF eliminated in FY2027 PB.,S023,34
CDC-002083,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program,Epi and Lab Capacity program (BA),,Congressional Justification,Request,sub_program_2_level,40,Discretionary,Active,Subcomponent,Epi and Lab Capacity Program (BA). Non-add under program total.,S023,34
CDC-002084,2027,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program,Epi and Lab Capacity program (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,Epi and Lab Capacity Program (PPHF). PPHF eliminated in FY2027 PB.,S023,34
CDC-002085,2027,HHS,CDC,National Center for Chemicals and Toxins,,,,Congressional Justification,Request,program_level,1034.757,Discretionary,Active,No,,S023,51
CDC-002086,2027,HHS,CDC,National Center for Chemicals and Toxins,,,,Congressional Justification,Request,program_level,0,PPHF,Proposed Elimination,No,,S023,51
CDC-002087,2027,HHS,CDC,National Center for Chemicals and Toxins,,,,Congressional Justification,Request,program_level,1034.757,Total,Active,No,,S023,51
CDC-002088,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Laboratory,,,Congressional Justification,Request,sub_program_level,70.75,Discretionary,Active,No,,S023,51
CDC-002089,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,,,Congressional Justification,Request,sub_program_level,35.6,Discretionary,Active,No,,S023,51
CDC-002090,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Climate and Health,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S023,51
CDC-002091,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Trevor's Law,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S023,51
CDC-002092,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Environmental and Health Outcome Tracking Network,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S023,51
CDC-002093,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Asthma,,Congressional Justification,Request,sub_program_2_level,0,Discretionary,Proposed Elimination,Subcomponent,,S023,51
CDC-002094,2027,HHS,CDC,National Center for Chemicals and Toxins,Lead Exposure Registry,,,Congressional Justification,Request,sub_program_level,5,Discretionary,Active,No,,S023,51
CDC-002095,2027,HHS,CDC,National Center for Chemicals and Toxins,Childhood Lead Poisoning Prevention,,,Congressional Justification,Request,sub_program_level,51,Total,Active,No,,S023,51
CDC-002096,2027,HHS,CDC,National Center for Chemicals and Toxins,National Occupational Research Agenda (NORA),,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,51
CDC-002097,2027,HHS,CDC,National Center for Chemicals and Toxins,Education and Research Centers,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,51
CDC-002098,2027,HHS,CDC,National Center for Chemicals and Toxins,Occupational Safety and Health Research and Services,,,Congressional Justification,Request,sub_program_level,0,Discretionary,Proposed Elimination,No,,S023,51
CDC-002099,2027,HHS,CDC,National Center for Chemicals and Toxins,Personal Protective Technology,,,Congressional Justification,Request,sub_program_level,16,Discretionary,Active,No,,S023,51
CDC-002100,2027,HHS,CDC,National Center for Chemicals and Toxins,Mining Research,,,Congressional Justification,Request,sub_program_level,68.5,Discretionary,Active,No,,S023,51
CDC-002101,2027,HHS,CDC,National Center for Chemicals and Toxins,National Mesothelioma Registry and Tissue Bank,,,Congressional Justification,Request,sub_program_level,1.2,Discretionary,Active,No,,S023,51
CDC-002102,2027,HHS,CDC,National Center for Chemicals and Toxins,Firefighter Cancer Registry,,,Congressional Justification,Request,sub_program_level,6.5,Discretionary,Active,No,,S023,51
CDC-002103,2027,HHS,CDC,National Center for Chemicals and Toxins,National Institute for Environmental Health Sciences,,,Congressional Justification,Request,sub_program_level,594.086,Discretionary,Active,No,Formerly of NIH. Realigned to NCCT in FY2027 PB. Source: footnote 3/5 p.51.,S023,51
CDC-002104,2027,HHS,CDC,National Center for Chemicals and Toxins,National Institute for Environmental Health Sciences Interior-Superfund,,,Congressional Justification,Request,sub_program_level,51.814,Discretionary,Active,No,Formerly of NIH. Realigned to NCCT in FY2027 PB.,S023,51
CDC-002105,2027,HHS,CDC,National Center for Chemicals and Toxins,National Center for Toxicological Research,,,Congressional Justification,Request,sub_program_level,56.307,Discretionary,Active,No,Formerly of FDA. Realigned to NCCT in FY2027 PB. Source: footnote 3 p.51.,S023,51
CDC-002106,2027,HHS,CDC,National Center for Chemicals and Toxins,Agency for Toxic Substances and Disease Registry,,,Congressional Justification,Request,sub_program_level,78,Discretionary,Active,No,ATSDR folded into National Center for Chemicals and Toxins in FY2027 PB. Formerly tracked as separate sub_agency=ATSDR. Source: footnote 3 p.51.,S023,51
CDC-002107,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Environmental Health Threats Prevention,,Congressional Justification,Request,sub_program_2_level,17,Discretionary,Active,Subcomponent,Environmental Health Threats Prevention — subcomponent of Environmental Health Activities $35.600M.,S023,51
CDC-002108,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Safe Water,,Congressional Justification,Request,sub_program_2_level,8.6,Discretionary,Active,Subcomponent,Safe Water — subcomponent of Environmental Health Activities $35.600M.,S023,51
CDC-002109,2027,HHS,CDC,National Center for Chemicals and Toxins,Environmental Health Activities,Amyotrophic Lateral Sclerosis Registry (ALS),,Congressional Justification,Request,sub_program_2_level,10,Discretionary,Active,Subcomponent,Amyotrophic Lateral Sclerosis Registry (ALS) — subcomponent of Environmental Health Activities $35.600M.,S023,51
CDC-002110,2027,HHS,CDC,National Center for Chemicals and Toxins,Childhood Lead Poisoning Prevention,Childhood Lead Poisoning Prevention,,Congressional Justification,Request,sub_program_2_level,51,Discretionary,Active,Subcomponent,Childhood Lead Poisoning Prevention (BA). Non-add under program total.,S023,51
CDC-002111,2027,HHS,CDC,National Center for Chemicals and Toxins,Childhood Lead Poisoning Prevention,Childhood Lead Poisoning Prevention (PPHF),,Congressional Justification,Request,sub_program_2_level,0,PPHF,Proposed Elimination,Subcomponent,Childhood Lead Poisoning Prevention (PPHF). PPHF eliminated in FY2027 PB.,S023,51
CDC-002112,2027,HHS,CDC,Public Health Scientific Services,,,,Congressional Justification,Request,program_level,499.6,Discretionary,Active,No,,S023,72
CDC-002113,2027,HHS,CDC,Public Health Scientific Services,,,,Congressional Justification,Request,program_level,205,PHS Evaluation,Active,No,,S023,72
CDC-002114,2027,HHS,CDC,Public Health Scientific Services,,,,Congressional Justification,Request,program_level,704.6,Total,Active,No,FY2025/2026 comparably adjusted to exclude Health Statistics (realigned to OS). PHS Evaluation Transfer $205.000M new in FY2027 for Public Health Data Modernization.,S023,72
CDC-002115,2027,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",,,Congressional Justification,Request,sub_program_level,327.6,Discretionary,Active,No,,S023,72
CDC-002116,2027,HHS,CDC,Public Health Scientific Services,Advancing Laboratory Science,,,Congressional Justification,Request,sub_program_level,26,Discretionary,Active,No,,S023,72
CDC-002117,2027,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,,,Congressional Justification,Request,sub_program_level,280,Total,Active,No,Includes BA $75.000M + PHS Evaluation $205.000M. Consolidates Ready Response Enterprise Data Integration and Center for Forecasting and Outbreak Analytics from former Preparedness account. Source: footnote 5 p.72.,S023,72
CDC-002118,2027,HHS,CDC,Public Health Scientific Services,Public Health Workforce,,,Congressional Justification,Request,sub_program_level,71,Discretionary,Active,No,,S023,72
CDC-002119,2027,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,Public Health Data Modernization,,Congressional Justification,Request,sub_program_2_level,75,Discretionary,Active,Subcomponent,Public Health Data Modernization (BA). Non-add under program total $280.000M.,S023,72
CDC-002120,2027,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,Public Health Data Modernization (PHS Eval),,Congressional Justification,Request,sub_program_2_level,205,PHS Evaluation,Active,Subcomponent,Public Health Data Modernization (PHS Evaluation Transfer). Non-add under program total $280.000M. New in FY2027 PB. Source: footnote 5 p.72.,S023,72
CDC-002121,2027,HHS,CDC,Global Health,,,,Congressional Justification,Request,program_level,663.843,Discretionary,Active,No,,S023,82
CDC-002122,2027,HHS,CDC,Global Health,,,,Congressional Justification,Request,program_level,663.843,Total,Active,No,,S023,82
CDC-002123,2027,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Congressional Justification,Request,sub_program_level,128.921,Discretionary,Active,No,,S023,82
CDC-002124,2027,HHS,CDC,Global Health,Global Tuberculosis,,,Congressional Justification,Request,sub_program_level,11.722,Discretionary,Active,No,,S023,82
CDC-002125,2027,HHS,CDC,Global Health,Global Immunization Program,,,Congressional Justification,Request,sub_program_level,230,Discretionary,Active,No,,S023,82
CDC-002126,2027,HHS,CDC,Global Health,Global Public Health Protection,,,Congressional Justification,Request,sub_program_level,293.2,Discretionary,Active,No,,S023,82
CDC-002127,2027,HHS,CDC,Global Health,Global Immunization Program,Polio Eradication,,Congressional Justification,Request,sub_program_2_level,180,Discretionary,Active,Subcomponent,Polio Eradication — non-add under Global Immunization Program $230.000M.,S023,82
CDC-002128,2027,HHS,CDC,Global Health,Global Immunization Program,Measles and Other Vaccine Preventable Diseases,,Congressional Justification,Request,sub_program_2_level,50,Discretionary,Active,Subcomponent,Measles and Other Vaccine Preventable Diseases — non-add under Global Immunization Program $230.000M.,S023,82
CDC-002129,2027,HHS,CDC,Public Health Preparedness and Response,,,,Congressional Justification,Request,program_level,489,Discretionary,Active,No,,S023,90
CDC-002130,2027,HHS,CDC,Public Health Preparedness and Response,,,,Congressional Justification,Request,program_level,489,Total,Active,No,,S023,90
CDC-002131,2027,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Congressional Justification,Request,sub_program_level,350,Discretionary,Active,No,,S023,90
